College_Name,Zone ,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"NIILM University, Kaithal ",Northern,Haryana,Commerce,"2,40,000","25,000",8.1,8.6,7.9,8.5,7.9,7.8,8.1
"Lingaya's Vidyapeeth, Faridabad ",Northern,Haryana,Commerce,"79,500","1,32,500",7.8,8,7.5,8.1,7.7,7.3,8.1
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Northern,Haryana,Arts,"20,040","20,060",8.2,8.4,8,8.5,8.2,7.6,8.4
DAV College ,Northern,Haryana,Arts,"37,430","20,250",8,8.4,7.4,8.3,8,6.8,8.8
"Lingaya's Vidyapeeth, Faridabad ",Northern,Haryana,Arts,"90,000","63,500",7.8,8,7.5,8.1,7.7,7.3,8.1
Manav Rachna International Institute of Research and ,Northern,Haryana,Arts,"1,65,000","1,26,000",7.5,7.4,7.3,7.5,8.3,6.6,7.6
"Post Graduate Government College for Girls, Chandigarh ",Northern,Haryana,Arts,"16,670","22,000",8.1,8.6,8.4,8.9,8.2,6.1,8.5
"Post Graduate Government College, Chandigarh ",Northern,Haryana,Arts,"16,670","18,400",7.7,8.4,7.2,8.4,7.5,6.5,7.9
Panjab University ,Northern,Haryana,Arts,"8,100","8,100",7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Northern,Haryana,Arts,"3,132","8,132",7.8,8,7.7,8,8.4,6.6,8
National Institute of Technology ,Northern,Haryana,Arts,"16,000",0,8.2,8,7.4,8.1,8.2,8.6,8.6
"Government Home Science College, Chandigarh ",Northern,Haryana,Arts,"27,731",0,9.1,8.7,9.3,9.3,8.7,8.7,9.7
Chandigarh University ,Northern,Haryana,Arts,"50,000","60,000",8.6,8.6,8.2,8.4,9,8.6,8.8
Apeejay Stya University ,Northern,Haryana,Arts,"2,90,200","2,90,200",7.9,8.2,7.5,7.9,7.5,7.7,8.3
"University School of Business, Chandigarh University ",Northern,Haryana,Arts,"70,000",0,9.1,9.1,8.8,9.1,9.2,9.3,8.9
Kurukshetra University ,Northern,Haryana,Arts,"7,500","38,000",7.5,8.1,7,8,7.7,6.5,7.7
"Arya Post Graduate College, Panipat ",Northern,Haryana,Arts,"20,850","23,200",7.8,8.4,6.8,8.8,8,6.3,8.6
Guru Jambheshwar University of Science and Technology ,Northern,Haryana,Arts,"20,100","22,600",7.7,7.7,7.3,7.5,8.9,6.5,8
"J.C. Bose University Of Science And Technology, ",Northern,Haryana,Arts,"53,195",0,7.3,7.7,6.5,7.4,6.6,7.7,7.6
"SRM University Delhi NCR, Sonepat ",Northern,Haryana,Arts,"88,500","88,500",7.8,8,7.5,7.9,8.1,7.6,7.9
"Dharamjeevi Institute of Professional Education, Kurukshetra ",Northern,Haryana,Arts,"50,000",0,0,0,0,0,0,0,0
Goswami Ganesh Dutt Sanatan Dharama College ,Northern,Haryana,Arts,"23,500",0,8.1,8.6,7.6,8.5,8.1,7.1,8.8
"Ashoka University, Sonepat ",Northern,Haryana,Arts,"9,25,000","4,98,000",8.6,8.6,8.6,8.9,8.7,8.3,8.5
"Gurugram University, Gurgaon ",Northern,Haryana,Arts,"10,000","20,000",8.2,8.6,7.4,8.4,8.6,8,8.1
"Institute of Apparel Management, Gurgaon ",Northern,Haryana,Arts,0,0,0,0,0,0,0,0,0
"PDM University, Bahadurgarh, Bahadurgarh ",Northern,Haryana,Arts,"59,200","64,700",7.4,7.1,7.6,7.4,7.5,7.1,7.7
BML Munjal University ,Northern,Haryana,Arts,"2,00,000",0,8.1,8,8,7.9,8.5,7.8,8.3
"Amity University, Gurgaon ",Northern,Haryana,Arts,"66,000","66,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1
O. P. Jindal Global University ,Northern,Haryana,Arts,"3,50,000","4,50,000",8.3,8.4,8.2,8.3,8.8,7.5,8.7
"IILM University, Gurgaon ",Northern,Haryana,Arts,"3,30,000","3,30,000",8.4,8.2,7.4,8.5,8.6,8.6,8.8
"Starex University, Gurgaon ",Northern,Haryana,Arts,"4,50,000","45,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
Modern Vidya Niketan ,Northern,Haryana,Arts,"1,00,000",0,7,7.2,6.4,7.7,7,6.8,6.8
Dr.Ambedkar Institute of Hotel Management Catering and ,Northern,Haryana,Hotel-management,"1,22,460","29,770",8.4,8.8,7.7,8.8,8.4,8.7,7.7
Chandigarh Institute of Hotel Management and Catering ,Northern,Haryana,Hotel-management,"3,00,000","29,900",8.3,8.8,8.3,7.9,8.9,8.7,7
"Chitkara School of Hospitality -[CSH], Chandigarh ",Northern,Haryana,Hotel-management,"1,07,020",0,8.4,8.7,7,9,8.3,8.7,8.5
Hotel & Catering Management Institute ,Northern,Haryana,Hotel-management,"94,000","94,000",0,0,0,0,0,0,0
State Institute of Hotel Management ,Northern,Haryana,Hotel-management,"49,900","1,08,550",8.4,8.4,7.8,8.7,8.5,8.7,8.5
Panjab University ,Northern,Haryana,Hotel-management,0,0,7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Northern,Haryana,Hotel-management,"52,762","54,810",7.8,8,7.7,8,8.4,6.6,8
Kurukshetra University ,Northern,Haryana,Hotel-management,"22,627","62,200",7.5,8.1,7,8,7.7,6.5,7.7
"Faculty of Management Studies, Manav Rachna International ",Northern,Haryana,Hotel-management,"1,41,000",0,8.7,0,0,9,0,8,9
"SRM University Delhi NCR, Sonepat ",Northern,Haryana,Hotel-management,"1,09,500","1,11,000",7.8,8,7.5,7.9,8.1,7.6,7.9
MM Institute of Hotel Management and Catering ,Northern,Haryana,Hotel-management,"85,500","43,500",0,0,0,0,0,0,0
"Amity University, Gurgaon ",Northern,Haryana,Hotel-management,"1,56,000",0,7.7,7.8,7.1,7.6,8.6,7.1,8.1
Manav Rachna International Institute of Research and ,Northern,Haryana,Hotel-management,"1,41,000",0,7.5,7.4,7.3,7.5,8.3,6.6,7.6
"Starex University, Gurgaon ",Northern,Haryana,Hotel-management,"1,50,000","1,30,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
"NIILM University, Kaithal ",Northern,Haryana,Hotel-management,"60,000","70,000",8.1,8.6,7.9,8.5,7.9,7.8,8.1
"Sushant University / Ansal University, Gurgaon ",Northern,Haryana,Hotel-management,"2,71,120",0,7.8,8,8,7.9,8.4,7,7.5
G D Goenka University ,Northern,Haryana,Hotel-management,"1,70,000",0,8.2,7.7,8.3,8.3,8.9,7.6,8.4
"Vedatya Institute, Gurgaon ",Northern,Haryana,Hotel-management,"2,70,000","52,000",8.5,8.7,8.1,8.6,8.4,8.4,8.5
"Jagannath University, Bahadurgarh ",Northern,Haryana,Hotel-management,0,0,8,8.3,8,7.8,8.7,7.4,7.9
"Rawal Institutions, Faridabad ",Northern,Haryana,Hotel-management,"72,000",0,7.1,6.9,7.1,6.7,8.5,6.1,7
"SGT University, Gurgaon ",Northern,Haryana,Hotel-management,"1,87,500","1,62,500",8,8,7.6,8.1,8.4,7.5,8.1
Geeta Group of Institutions ,Northern,Haryana,Hotel-management,"80,000",0,9.2,9.4,8.8,9.3,9.4,9.2,9.3
Indian Institute of Learning and Advanced Development ,Northern,Haryana,Hotel-management,"3,50,000",0,6.6,5,5,7.3,7,8,7
RP Inderaprastha Institute of Technology ,Northern,Haryana,Hotel-management,"75,000",0,7.1,7.7,6.5,7.5,7.6,6.1,6.9
"IITT Institutions, Chandigarh ",Northern,Haryana,Hotel-management,"50,850","50,000",0,0,0,0,0,0,0
Rawal Institute of Management ,Northern,Haryana,Hotel-management,"70,000",0,0,0,0,0,0,0,0
"Gateway Education, Sonepat ",Northern,Haryana,Hotel-management,"1,00,000",0,9.7,0,0,0,0,0,0
"Saheed Mahilal Institute, Palwal ",Northern,Haryana,Hotel-management,0,0,0,0,0,0,0,0,0
National Dairy Research Institute ,Northern,Haryana,Agriculture,"15,200","17,800",9,8.8,8.7,9.1,9.4,9.1,8.9
Panjab University ,Northern,Haryana,Agriculture,"34,923",0,7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Northern,Haryana,Agriculture,"11,315","3,084",7.8,8,7.7,8,8.4,6.6,8
Chandigarh University ,Northern,Haryana,Agriculture,"1,70,000",0,8.6,8.6,8.2,8.4,9,8.6,8.8
Kurukshetra University ,Northern,Haryana,Agriculture,"5,898",0,7.5,8.1,7,8,7.7,6.5,7.7
"SRM University Delhi NCR, Sonepat ",Northern,Haryana,Agriculture,"1,86,000",0,7.8,8,7.5,7.9,8.1,7.6,7.9
"PDM University, Bahadurgarh, Bahadurgarh ",Northern,Haryana,Agriculture,"1,04,200","1,35,000",7.4,7.1,7.6,7.4,7.5,7.1,7.7
"Starex University, Gurgaon ",Northern,Haryana,Agriculture,"70,000","25,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
Modern Vidya Niketan ,Northern,Haryana,Agriculture,"95,000","1,05,000",7,7.2,6.4,7.7,7,6.8,6.8
"KR Mangalam University, Gurgaon ",Northern,Haryana,Agriculture,"1,20,000",0,7.7,8.1,7.5,7.3,8.6,7.2,7.4
"NIILM University, Kaithal ",Northern,Haryana,Agriculture,"32,000","70,000",8.1,8.6,7.9,8.5,7.9,7.8,8.1
G D Goenka University ,Northern,Haryana,Agriculture,"1,55,000","1,29,000",8.2,7.7,8.3,8.3,8.9,7.6,8.4
"Jagannath University, Bahadurgarh ",Northern,Haryana,Agriculture,"75,000",0,8,8.3,8,7.8,8.7,7.4,7.9
"SGT University, Gurgaon ",Northern,Haryana,Agriculture,"1,62,500","1,62,500",8,8,7.6,8.1,8.4,7.5,8.1
Geeta Group of Institutions ,Northern,Haryana,Agriculture,"30,000",0,9.2,9.4,8.8,9.3,9.4,9.2,9.3
"Guru Nanak Girls College, Yamuna Nagar ",Northern,Haryana,Agriculture,0,0,7.3,7,8,7,6,8,8
"College of Veterinary Sciences, Hisar ",Northern,Haryana,Agriculture,"65,570",0,7.7,8,8,8,8,7,7
National Research Centre on Equines ,Northern,Haryana,Agriculture,0,0,0,0,0,0,0,0,0
Chaudhary Charan Singh Haryana Agricultural University ,Northern,Haryana,Agriculture,"14,205","15,061",8.6,8.9,8.3,8.5,8.9,7.9,8.8
Lala Lajpat Rai University of Veterinary and ,Northern,Haryana,Agriculture,"65,570",0,8,8.7,7,8.8,8.3,7.8,7.6
Maharishi Markandeshwar sadopur Campus ,Northern,Haryana,Agriculture,"71,500","71,500",6.6,6,5.2,6.3,7,7,8.2
Maharana Pratap Horticultural University ,Northern,Haryana,Agriculture,0,0,8.3,0,0,8.6,0,7.8,8.5
Guru Nanak Khalsa Institute of Technology and ,Northern,Haryana,Agriculture,0,0,0,0,0,0,0,0,0
Om Sterling Global University ,Northern,Haryana,Agriculture,"65,000","70,000",0,0,0,0,0,0,0
"Government Industrial Training Institute Gudha, Jhajjar ",Northern,Haryana,Agriculture,460,0,0,0,0,0,0,0,0
Swami Vivekanand Group Of Institutes ,Northern,Haryana,Agriculture,"70,000",0,8.5,9,7.8,0,9,8.1,0
Post Graduate Institute of Medical Education & ,Northern,Haryana,Medical,"3,470","3,470",8,8.3,6.8,8.8,8.2,8,8
Government Medical College and Hospital ,Northern,Haryana,Medical,"25,000","22,000",7.9,8.7,7,8.5,8.2,6.9,8.3
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Northern,Haryana,Medical,"12,395","21,153",7.5,8.4,7.5,8.1,7.5,7.6,6.1
Panjab University ,Northern,Haryana,Medical,"53,800","95,800",7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Northern,Haryana,Medical,"28,424",0,7.8,8,7.7,8,8.4,6.6,8
Chandigarh University ,Northern,Haryana,Medical,"85,000","1,10,000",8.6,8.6,8.2,8.4,9,8.6,8.8
"Lord Shiva College of Pharmacy, Sirsa ",Northern,Haryana,Medical,"45,000",0,7.9,8.3,8,8,8.3,8,7
Apeejay Stya University ,Northern,Haryana,Medical,"1,30,200",0,7.9,8.2,7.5,7.9,7.5,7.7,8.3
"Sri Guru Gobind Singh College of Pharmacy, ",Northern,Haryana,Medical,"2,575",0,8.8,9.3,8.3,9.7,8.3,7.7,9.3
Kurukshetra University ,Northern,Haryana,Medical,"23,600",0,7.5,8.1,7,8,7.7,6.5,7.7
Guru Jambheshwar University of Science and Technology ,Northern,Haryana,Medical,"30,000","22,600",7.7,7.7,7.3,7.5,8.9,6.5,8
Maharishi Markandeshwar ,Northern,Haryana,Medical,"87,000","72,000",7.5,7.6,7.2,7.7,8.3,6.8,7.6
DAV College ,Northern,Haryana,Medical,"23,510",0,8,8.4,7.4,8.3,8,6.8,8.8
Goswami Ganesh Dutt Sanatan Dharama College ,Northern,Haryana,Medical,0,0,8.1,8.6,7.6,8.5,8.1,7.1,8.8
"Ashoka University, Sonepat ",Northern,Haryana,Medical,"45,000",0,8.6,8.6,8.6,8.9,8.7,8.3,8.5
"Gurugram University, Gurgaon ",Northern,Haryana,Medical,"40,000","50,000",8.2,8.6,7.4,8.4,8.6,8,8.1
"PDM University, Bahadurgarh, Bahadurgarh ",Northern,Haryana,Medical,"84,200",0,7.4,7.1,7.6,7.4,7.5,7.1,7.7
"Amity University, Gurgaon ",Northern,Haryana,Medical,"1,06,000","84,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1
Manav Rachna International Institute of Research and ,Northern,Haryana,Medical,"1,36,000","1,71,000",7.5,7.4,7.3,7.5,8.3,6.6,7.6
"Starex University, Gurgaon ",Northern,Haryana,Medical,"75,000","60,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
Modern Vidya Niketan ,Northern,Haryana,Medical,"70,000","1,05,000",7,7.2,6.4,7.7,7,6.8,6.8
"Lingaya's Vidyapeeth, Faridabad ",Northern,Haryana,Medical,"74,500","1,03,500",7.8,8,7.5,8.1,7.7,7.3,8.1
Manav Rachna University ,Northern,Haryana,Medical,"1,71,000","1,36,000",7.8,7.6,7.5,7.7,8.8,7.3,7.9
"Sushant University / Ansal University, Gurgaon ",Northern,Haryana,Medical,"1,39,870","1,42,000",7.8,8,8,7.9,8.4,7,7.5
G D Goenka University ,Northern,Haryana,Medical,"1,29,000","1,29,000",8.2,7.7,8.3,8.3,8.9,7.6,8.4
"Jagannath University, Bahadurgarh ",Northern,Haryana,Medical,"95,000","95,000",8,8.3,8,7.8,8.7,7.4,7.9
Al-Falah university ,Northern,Haryana,Medical,"50,000","50,000",5.6,5.9,6,6.4,6.2,4,5.1
"SGT University, Gurgaon ",Northern,Haryana,Medical,"1,32,500","1,62,500",8,8,7.6,8.1,8.4,7.5,8.1
RP Inderaprastha Institute of Technology ,Northern,Haryana,Medical,"1,00,000","78,000",7.1,7.7,6.5,7.5,7.6,6.1,6.9
Panjab University ,Northern,Haryana,Pharmacy,"29,400","15,665",7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Northern,Haryana,Pharmacy,"33,100","25,600",7.8,8,7.7,8,8.4,6.6,8
Guru Jambheshwar University of Science and Technology ,Northern,Haryana,Pharmacy,"30,000","68,350",7.7,7.7,7.3,7.5,8.9,6.5,8
Maharishi Markandeshwar ,Northern,Haryana,Pharmacy,"1,43,500","1,09,100",7.5,7.6,7.2,7.7,8.3,6.8,7.6
Kurukshetra University ,Northern,Haryana,Pharmacy,"86,700","81,700",7.5,8.1,7,8,7.7,6.5,7.7
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Northern,Haryana,Pharmacy,"30,730","10,730",7.5,8.4,7.5,8.1,7.5,7.6,6.1
Chandigarh University ,Northern,Haryana,Pharmacy,"2,00,000","1,90,000",8.6,8.6,8.2,8.4,9,8.6,8.8
"Lord Shiva College of Pharmacy, Sirsa ",Northern,Haryana,Pharmacy,"50,500","1,20,000",7.9,8.3,8,8,8.3,8,7
Apeejay Stya University ,Northern,Haryana,Pharmacy,"1,57,200","2,90,200",7.9,8.2,7.5,7.9,7.5,7.7,8.3
"Sri Guru Gobind Singh College of Pharmacy, ",Northern,Haryana,Pharmacy,"2,575",0,8.8,9.3,8.3,9.7,8.3,7.7,9.3
Shri Baba Mastnath Institute of Pharmaceutical Sciences ,Northern,Haryana,Pharmacy,"79,000","80,000",8.4,8.5,8,8,9,8.5,8.5
Ram Gopal College of Pharmacy ,Northern,Haryana,Pharmacy,"65,000","1,10,000",7.6,8.3,7.3,8.7,7.5,6.7,7.3
"Faculty of Pharmaceutical Sciences, PDM University, Bahadurgarh ",Northern,Haryana,Pharmacy,"1,09,200","1,01,700",6.8,7.7,6.7,7.3,7.7,5.7,5.7
"Gurugram University, Gurgaon ",Northern,Haryana,Pharmacy,"40,000","50,000",8.2,8.6,7.4,8.4,8.6,8,8.1
"PDM University, Bahadurgarh, Bahadurgarh ",Northern,Haryana,Pharmacy,"74,700","1,01,700",7.4,7.1,7.6,7.4,7.5,7.1,7.7
"Amity University, Gurgaon ",Northern,Haryana,Pharmacy,"1,70,000","84,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1
"Starex University, Gurgaon ",Northern,Haryana,Pharmacy,"1,10,000","1,00,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
Modern Vidya Niketan ,Northern,Haryana,Pharmacy,"95,000","1,25,000",7,7.2,6.4,7.7,7,6.8,6.8
"KR Mangalam University, Gurgaon ",Northern,Haryana,Pharmacy,"80,000","1,00,000",7.7,8.1,7.5,7.3,8.6,7.2,7.4
"Lingaya's Vidyapeeth, Faridabad ",Northern,Haryana,Pharmacy,"85,500","90,000",7.8,8,7.5,8.1,7.7,7.3,8.1
"Sushant University / Ansal University, Gurgaon ",Northern,Haryana,Pharmacy,"1,60,000",0,7.8,8,8,7.9,8.4,7,7.5
International Institute of Technology and Management ,Northern,Haryana,Pharmacy,"60,000",0,5.5,6.3,4,6.5,5.2,5.2,5.5
"Jagannath University, Bahadurgarh ",Northern,Haryana,Pharmacy,"85,000","85,000",8,8.3,8,7.8,8.7,7.4,7.9
Global Institute of Technology and Management ,Northern,Haryana,Pharmacy,"90,000","80,000",7.5,7.6,7.2,7.5,8,7.3,7.5
Panipat Institute of Engineering & Technology ,Northern,Haryana,Pharmacy,"1,21,000","85,000",8.5,8.6,8.1,8.6,8.7,8.2,8.5
"SGT University, Gurgaon ",Northern,Haryana,Pharmacy,"2,05,000","1,62,500",8,8,7.6,8.1,8.4,7.5,8.1
Geeta Group of Institutions ,Northern,Haryana,Pharmacy,"1,20,000","90,000",9.2,9.4,8.8,9.3,9.4,9.2,9.3
Sat Kabir Institute of Technology and Management ,Northern,Haryana,Pharmacy,"72,000",0,4.2,4.7,4.3,4.7,4.7,3,4
Guru Nanak Institute of Technology ,Northern,Haryana,Pharmacy,"72,000",0,7.4,8.3,6.9,8.1,7.5,6.7,6.8
"Department of Laws Panjab University, Chandigarh ",Northern,Haryana,Law,"13,452","48,187",0,0,0,0,0,0,0
Geeta Institute of Law ,Northern,Haryana,Law,"1,11,200","66,600",9,9.3,8.4,9.1,9.1,9,8.8
Apeejay Stya University ,Northern,Haryana,Law,"2,90,200",0,7.9,8.2,7.5,7.9,7.5,7.7,8.3
"Maharishi Markandeshwar, Department of Law, Ambala ",Northern,Haryana,Law,"65,500","65,500",7.4,7.8,7.7,7,8,6.3,7.3
Panjab University ,Northern,Haryana,Law,"9,480","86,200",7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Northern,Haryana,Law,"9,000","5,835",7.8,8,7.7,8,8.4,6.6,8
Indian Institute of Management ,Northern,Haryana,Law,"6,94,000",0,8.5,8.7,8.6,8.4,8.4,8.6,8.2
Chandigarh University ,Northern,Haryana,Law,"70,000","1,20,000",8.6,8.6,8.2,8.4,9,8.6,8.8
"University Institute of Legal Studies, Panjab University, ",Northern,Haryana,Law,"88,695","1,02,685",7.7,8.6,7,8.4,7.4,6.5,8.3
Kurukshetra University ,Northern,Haryana,Law,"72,200","8,070",7.5,8.1,7,8,7.7,6.5,7.7
"Arya Post Graduate College, Panipat ",Northern,Haryana,Law,"1,200",0,7.8,8.4,6.8,8.8,8,6.3,8.6
"SRM University Delhi NCR, Sonepat ",Northern,Haryana,Law,"1,88,250","1,72,250",7.8,8,7.5,7.9,8.1,7.6,7.9
Goswami Ganesh Dutt Sanatan Dharama College ,Northern,Haryana,Law,0,0,8.1,8.6,7.6,8.5,8.1,7.1,8.8
"Smt Shanti Devi Law College, Rewari ",Northern,Haryana,Law,"1,75,000",0,4,5,5,5,6,1,2
"Gurugram University, Gurgaon ",Northern,Haryana,Law,"20,000","20,000",8.2,8.6,7.4,8.4,8.6,8,8.1
"PDM University, Bahadurgarh, Bahadurgarh ",Northern,Haryana,Law,"74,700",0,7.4,7.1,7.6,7.4,7.5,7.1,7.7
"Amity University, Gurgaon ",Northern,Haryana,Law,"1,96,000","68,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1
O. P. Jindal Global University ,Northern,Haryana,Law,"1,20,000","4,00,000",8.3,8.4,8.2,8.3,8.8,7.5,8.7
"IILM University, Gurgaon ",Northern,Haryana,Law,"3,30,000","2,30,000",8.4,8.2,7.4,8.5,8.6,8.6,8.8
"Starex University, Gurgaon ",Northern,Haryana,Law,"75,000","75,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
Modern Vidya Niketan ,Northern,Haryana,Law,"90,000","90,000",7,7.2,6.4,7.7,7,6.8,6.8
"NIILM University, Kaithal ",Northern,Haryana,Law,"75,000","75,000",8.1,8.6,7.9,8.5,7.9,7.8,8.1
"Lingaya's Vidyapeeth, Faridabad ",Northern,Haryana,Law,"4,000","90,000",7.8,8,7.5,8.1,7.7,7.3,8.1
Manav Rachna University ,Northern,Haryana,Law,"1,30,000","1,83,000",7.8,7.6,7.5,7.7,8.8,7.3,7.9
"Sushant University / Ansal University, Gurgaon ",Northern,Haryana,Law,"1,83,120","2,13,120",7.8,8,8,7.9,8.4,7,7.5
G D Goenka University ,Northern,Haryana,Law,"1,70,000","2,39,000",8.2,7.7,8.3,8.3,8.9,7.6,8.4
Indian Institute of Technology ,Northern,Himachal pradesh,Engineering,"2,14,000","2,16,700",7.8,7.8,8,7.7,7.5,7.5,8.1
National Institute of Technology ,Northern,Himachal pradesh,Engineering,"1,46,100","34,050",8.2,7.9,8.1,7.7,9,7.8,8.5
Jaypee University of Information Technology ,Northern,Himachal pradesh,Engineering,"2,19,500","1,00,000",7.9,8,8.4,7,8.7,7.9,7.6
Indian Institute of Information Technology ,Northern,Himachal pradesh,Engineering,"2,01,400",0,7.6,7.8,8.2,7.3,7.6,7.5,7.3
Baddi University of Emerging Sciences and Technologies ,Northern,Himachal pradesh,Engineering,"1,35,636","1,35,125",7.1,6.7,6.9,7.2,7.3,7,7.7
Maharishi Markandeshwar ,Northern,Himachal pradesh,Engineering,"1,48,500","1,13,500",8.6,9,8.2,8.9,8.2,8.4,8.9
"Arni University, Kangra ",Northern,Himachal pradesh,Engineering,"1,05,000","85,000",8,8.2,7.4,8.1,8.4,7.7,8.4
Bahra University ,Northern,Himachal pradesh,Engineering,"1,20,150","80,000",7.6,7.8,7.5,8,7.7,7,7.6
Eternal University ,Northern,Himachal pradesh,Engineering,"1,18,000","73,000",7.5,7.4,7.1,7.8,8.2,7.1,7.4
Abhilashi University ,Northern,Himachal pradesh,Engineering,"90,000",0,8.4,8.9,8.3,8.4,8.6,8.1,8.1
IEC University Baddi ,Northern,Himachal pradesh,Engineering,"1,18,600","88,600",7.6,7.5,7.5,7.4,7.7,8,7.5
"University Institute of Information Technology, Himachal Pradesh ",Northern,Himachal pradesh,Engineering,"1,22,010",0,7.1,7.9,5.3,7,7.2,7.5,7.9
Career Point University ,Northern,Himachal pradesh,Engineering,"1,05,000","83,000",7.5,7.5,7.4,7,7.6,6.6,8.6
Sri Sai University ,Northern,Himachal pradesh,Engineering,"90,000","60,000",7.4,7.3,6.3,8.2,7.7,6.8,8
"Green Hills Engineering College, Solan ",Northern,Himachal pradesh,Engineering,"80,700","94,700",6,6.7,4.8,6.3,7.2,4.4,6.6
"Rajiv Gandhi govt. Engineering college -[RGGEC], Kangra ",Northern,Himachal pradesh,Engineering,"61,070",0,7.5,7.8,7.4,7.6,8.4,5.6,7.9
Indus International University ,Northern,Himachal pradesh,Engineering,"1,20,000","1,20,000",6.8,8,7,7,6,7,6
Jawaharlal Nehru Government Engineering College ,Northern,Himachal pradesh,Engineering,"55,000",0,6.6,7.4,5.4,7.5,6.5,5.5,7.5
Maharaja Agrasen University ,Northern,Himachal pradesh,Engineering,"1,19,000","1,15,000",7.5,7.7,7.5,7.6,8.7,7,6.2
"ICFAI University, Baddi ",Northern,Himachal pradesh,Engineering,"95,000",0,8,9,7,8,8,8,8
Himachal Institute of Engineering and Technology ,Northern,Himachal pradesh,Engineering,"73,000","46,000",7.5,8.7,6.2,7.8,7.4,6.6,8
"LR Institute of Engineering and Technology, Solan ",Northern,Himachal pradesh,Engineering,"2,96,000",0,6.4,6.5,6.5,6.5,7.5,5,6.5
"Himalayan Group of Professional Institutions, Sirmaur ",Northern,Himachal pradesh,Engineering,"84,200","90,200",8.2,8.4,7.6,8.4,8.4,8.2,8
Manav Bharti University ,Northern,Himachal pradesh,Engineering,"90,000",0,6.2,5.3,4.7,6.7,7,6.3,7
"Chitkara University, Solan ",Northern,Himachal pradesh,Engineering,"1,60,000","1,20,000",8.2,8.2,7.5,8.2,8.4,8.8,8.3
"Bells Institute of Management & Technology, Shimla ",Northern,Himachal pradesh,Engineering,"74,700","96,200",6.8,8,8,6,8,4,7
"Shiva Group of Institutions, Bilaspur ",Northern,Himachal pradesh,Engineering,"72,200","41,600",5,5.5,4,6,4,3.5,7
Mahatma Gandhi Government Engineering College ,Northern,Himachal pradesh,Engineering,"1,20,000",0,5.8,6.7,5.7,6.7,5.7,4,6
"Faculty of Management Sciences and Liberal Arts, ",Northern,Himachal pradesh,Management,"94,556","2,56,540",8.9,8.4,8.3,9.3,8.9,9,9.5
Indian Institute of Management ,Northern,Himachal pradesh,Management,"11,75,000","2,000",8.7,8.5,8.6,8.8,8.8,8.8,8.8
Baddi University of Emerging Sciences and Technologies ,Northern,Himachal pradesh,Management,"1,73,000","74,123",7.1,6.7,6.9,7.2,7.3,7,7.7
Maharishi Markandeshwar ,Northern,Himachal pradesh,Management,"76,000","2,00,000",8.6,9,8.2,8.9,8.2,8.4,8.9
"Arni University, Kangra ",Northern,Himachal pradesh,Management,"1,05,000","45,000",8,8.2,7.4,8.1,8.4,7.7,8.4
Bahra University ,Northern,Himachal pradesh,Management,"1,15,100","80,000",7.6,7.8,7.5,8,7.7,7,7.6
Eternal University ,Northern,Himachal pradesh,Management,"73,000","45,000",7.5,7.4,7.1,7.8,8.2,7.1,7.4
Abhilashi University ,Northern,Himachal pradesh,Management,"30,000","80,000",8.4,8.9,8.3,8.4,8.6,8.1,8.1
IEC University Baddi ,Northern,Himachal pradesh,Management,"88,600","43,600",7.6,7.5,7.5,7.4,7.7,8,7.5
Career Point University ,Northern,Himachal pradesh,Management,"40,000","50,000",7.5,7.5,7.4,7,7.6,6.6,8.6
